"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명"
"서울특별시 강남구 개포동","655-2","0655","0002","개포2차현대아파트(220)","77.75","201612","21~31","80,000","5","1988","언주로"
"서울특별시 강남구 개포동","655-2","0655","0002","개포2차현대아파트(220)","77.75","201703","11~20","80,000","7","1988","언주로"
"서울특별시 강남구 개포동","655-2","0655","0002","개포2차현대아파트(220)","77.75","201704","11~20","85,000","2","1988","언주로"
"서울특별시 강남구 개포동","655-2","0655","0002","개포2차현대아파트(220)","77.75","201707","1~10","89,900","1","1988","언주로"
"서울특별시 강남구 개포동","658-1","0658","0001","개포6차우성아파트1동~8동","79.97","201612","21~31","89,000","5","1987","언주로"
"서울특별시 강남구 개포동","658-1","0658","0001","개포6차우성아파트1동~8동","79.97","201704","11~20","97,500","4","1987","언주로"
"서울특별시 강남구 개포동","658-1","0658","0001","개포6차우성아파트1동~8동","79.97","201704","11~20","98,000","1","1987","언주로"
"서울특별시 강남구 개포동","658-1","0658","0001","개포6차우성아파트1동~8동","79.97","201705","11~20","98,000","1","1987","언주로"
"서울특별시 강남구 개포동","658-1","0658","0001","개포6차우성아파트1동~8동","54.98","201705","21~31","79,000","1","1987","언주로"
"서울특별시 강남구 개포동","658-1","0658","0001","개포6차우성아파트1동~8동","54.98","201705","21~31","82,000","3","1987","언주로"
"서울특별시 강남구 개포동","658-1","0658","0001","개포6차우성아파트1동~8동","54.98","201705","21~31","78,000","4","1987","언주로"
"서울특별시 강남구 개포동","658-1","0658","0001","개포6차우성아파트1동~8동","54.98","201706","1~10","85,000","4","1987","언주로"
"서울특별시 강남구 개포동","658-1","0658","0001","개포6차우성아파트1동~8동","79.97","201707","21~31","117,500","3","1987","언주로"
"서울특별시 강남구 개포동","658-1","0658","0001","개포6차우성아파트1동~8동","54.98","201707","21~31","90,000","1","1987","언주로"
"서울특별시 강남구 개포동","658-1","0658","0001","개포6차우성아파트1동~8동","79.97","201710","11~20","117,000","2","1987","언주로"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","133.46","201612","21~31","130,000","10","1984","개포로"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","161","201702","11~20","150,000","12","1984","개포로"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","104.43","201702","11~20","108,000","11","1984","개포로"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","133.46","201703","1~10","130,000","11","1984","개포로"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","104.43","201704","11~20","110,000","9","1984","개포로"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","104.43","201705","1~10","109,500","7","1984","개포로"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","104.43","201705","1~10","111,000","12","1984","개포로"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","104.43","201705","11~20","110,000","3","1984","개포로"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","104.43","201705","21~31","115,100","2","1984","개포로"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","133.46","201705","21~31","150,000","6","1984","개포로"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","161","201707","1~10","172,000","8","1984","개포로"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","104.43","201707","11~20","120,000","8","1984","개포로"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","104.43","201707","11~20","120,000","8","1984","개포로"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","104.43","201707","11~20","120,000","4","1984","개포로"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","161","201707","11~20","181,000","6","1984","개포로"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","161","201707","11~20","185,000","7","1984","개포로"
"서울특별시 강남구 개포동","652","0652","0000","개포우성3차","133.46","201710","11~20","152,000","1","1984","개포로"
"서울특별시 강남구 개포동","12-2","0012","0002","개포자이(12-2)","134.3","201612","1~10","130,000","12","2004","개포로109길"
"서울특별시 강남구 개포동","12-2","0012","0002","개포자이(12-2)","134.3","201612","11~20","132,000","19","2004","개포로109길"
"서울특별시 강남구 개포동","12-2","0012","0002","개포자이(12-2)","170.32","201702","1~10","144,000","18","2004","개포로109길"
"서울특별시 강남구 개포동","12-2","0012","0002","개포자이(12-2)","153.8","201703","1~10","140,500","6","2004","개포로109길"
"서울특별시 강남구 개포동","12-2","0012","0002","개포자이(12-2)","168.42","201706","11~20","139,500","3","2004","개포로109길"
"서울특별시 강남구 개포동","12-2","0012","0002","개포자이(12-2)","168.42","201707","11~20","145,000","11","2004","개포로109길"
"서울특별시 강남구 개포동","12-2","0012","0002","개포자이(12-2)","170.32","201707","21~31","142,000","7","2004","개포로109길"
"서울특별시 강남구 개포동","12-2","0012","0002","개포자이(12-2)","153.8","201710","11~20","146,000","19","2004","개포로109길"
"서울특별시 강남구 개포동","12-2","0012","0002","개포자이(12-2)","170.32","201710","21~31","144,500","2","2004","개포로109길"
"서울특별시 강남구 개포동","12-2","0012","0002","개포자이(12-2)","134.3","201711","1~10","152,000","4","2004","개포로109길"
"서울특별시 강남구 개포동","12-2","0012","0002","개포자이(12-2)","153.8","201711","1~10","142,000","1","2004","개포로109길"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201612","1~10","94,500","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201612","11~20","94,000","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201612","11~20","94,500","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201612","21~31","94,500","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201612","21~31","128,500","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.38","201612","21~31","111,500","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.64","201612","21~31","83,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.87","201612","21~31","86,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201701","1~10","97,500","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.64","201701","1~10","115,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","56.57","201701","1~10","123,000","3","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201701","1~10","97,000","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201701","1~10","98,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201701","11~20","96,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201701","11~20","99,200","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201701","11~20","100,000","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.38","201701","11~20","115,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201701","11~20","130,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","49.56","201701","11~20","123,000","4","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201701","21~31","99,800","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","56.57","201701","21~31","135,000","1","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","61.57","201701","21~31","155,000","1","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201701","21~31","100,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","61.57","201701","21~31","151,000","3","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.87","201702","1~10","90,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.64","201702","1~10","86,500","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201702","1~10","100,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.64","201702","1~10","86,500","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","49.56","201702","1~10","127,000","4","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.38","201702","1~10","115,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.38","201702","1~10","108,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201702","1~10","136,000","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.64","201702","1~10","107,500","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201702","1~10","104,800","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201702","1~10","103,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","56.57","201702","11~20","141,000","3","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201702","11~20","105,000","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.64","201702","11~20","117,000","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.44","201702","11~20","88,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201702","11~20","97,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201702","11~20","138,500","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.64","201702","11~20","117,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.64","201702","11~20","89,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","49.56","201702","11~20","123,000","3","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201702","11~20","138,000","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201702","11~20","105,500","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","56.57","201702","21~28","142,000","3","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.44","201702","21~28","90,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201702","21~28","104,500","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","56.57","201702","21~28","130,000","4","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201702","21~28","104,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.64","201702","21~28","96,000","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201702","21~28","105,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","56.57","201702","21~28","140,000","1","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201703","1~10","103,500","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201703","1~10","105,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","49.56","201703","1~10","128,000","2","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.64","201703","1~10","118,000","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.64","201703","1~10","124,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","45.26","201703","1~10","104,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201703","1~10","105,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.87","201703","1~10","95,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201703","1~10","114,500","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","56.57","201703","1~10","137,000","1","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.64","201703","11~20","89,970","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201703","11~20","103,700","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.44","201703","11~20","101,400","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","56.57","201703","11~20","137,200","3","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","56.57","201703","11~20","137,000","5","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.64","201703","11~20","117,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.64","201703","11~20","89,500","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.64","201703","21~31","117,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201703","21~31","136,500","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201703","21~31","134,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.64","201703","21~31","90,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.64","201703","21~31","116,500","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201703","21~31","137,500","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201703","21~31","137,000","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","49.56","201703","21~31","130,000","1","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201703","21~31","103,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201703","21~31","103,500","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201703","21~31","102,500","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.64","201703","21~31","88,700","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.64","201703","21~31","89,500","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.38","201704","1~10","125,000","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201704","1~10","104,000","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201704","1~10","111,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.38","201704","1~10","129,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201704","1~10","104,000","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","49.56","201704","1~10","129,700","3","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","56.57","201704","1~10","143,000","4","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.38","201704","1~10","117,500","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201704","1~10","143,500","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201704","1~10","105,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","53.63","201704","1~10","137,000","1","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201704","1~10","144,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.38","201704","1~10","117,500","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201704","1~10","99,100","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.64","201704","1~10","90,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201704","1~10","105,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201704","11~20","104,000","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201704","11~20","104,500","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.38","201704","11~20","118,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201704","11~20","100,000","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.87","201704","11~20","90,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201704","11~20","104,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.64","201704","11~20","91,000","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.64","201704","11~20","90,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.64","201704","11~20","110,000","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201704","11~20","141,500","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.64","201704","11~20","118,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201704","21~30","104,800","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201704","21~30","104,700","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.64","201704","21~30","118,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.38","201704","21~30","118,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201704","21~30","144,800","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.38","201704","21~30","119,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.87","201704","21~30","95,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","49.56","201704","21~30","122,000","1","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201704","21~30","105,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201704","21~30","100,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","56.57","201704","21~30","155,000","4","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.87","201704","21~30","92,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201704","21~30","143,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.64","201704","21~30","92,000","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.64","201704","21~30","92,500","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201704","21~30","145,000","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201705","1~10","107,000","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.64","201705","1~10","119,800","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201705","1~10","106,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201705","1~10","106,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.87","201705","1~10","93,000","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201705","1~10","146,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","49.56","201705","1~10","122,000","1","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","56.57","201705","1~10","146,000","1","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201705","1~10","108,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","49.56","201705","1~10","124,500","4","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.64","201705","1~10","120,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.64","201705","1~10","95,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201705","1~10","142,000","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201705","1~10","108,000","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.64","201705","1~10","120,000","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","61.57","201705","1~10","165,000","4","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.64","201705","1~10","121,400","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201705","1~10","142,700","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.64","201705","1~10","94,500","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201705","11~20","110,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.38","201705","11~20","123,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201705","11~20","114,500","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201705","11~20","109,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","56.57","201705","11~20","154,500","1","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201705","11~20","147,000","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.87","201705","11~20","95,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","56.57","201705","11~20","148,000","1","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201705","11~20","154,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201705","11~20","145,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201705","11~20","110,000","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","61.57","201705","11~20","260,000","3","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201705","11~20","110,000","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201705","11~20","100,000","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.64","201705","11~20","113,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","45.26","201705","11~20","100,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.38","201705","21~31","125,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201705","21~31","111,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201705","21~31","112,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201705","21~31","83,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201705","21~31","112,500","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","49.56","201705","21~31","135,000","1","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.64","201705","21~31","128,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201705","21~31","108,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201705","21~31","115,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201705","21~31","150,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201705","21~31","114,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201705","21~31","150,000","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201705","21~31","115,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.87","201705","21~31","96,500","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.64","201705","21~31","130,000","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201705","21~31","115,000","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.64","201705","21~31","97,000","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201705","21~31","115,000","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.64","201705","21~31","97,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201705","21~31","148,000","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201705","21~31","115,150","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.64","201706","1~10","97,100","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201706","1~10","118,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","35.64","201706","1~10","95,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201706","1~10","116,000","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.38","201706","1~10","130,500","5","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201706","1~10","119,000","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.64","201706","1~10","132,000","2","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","61.57","201706","1~10","160,000","1","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201706","11~20","116,500","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","41.98","201706","11~20","113,500","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","50.64","201706","11~20","126,000","4","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","58.08","201706","21~30","148,500","3","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","49.56","201706","21~30","132,800","4","1982","선릉로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","42.55","201706","21~30","124,000","1","1982","개포로"
"서울특별시 강남구 개포동","141","0141","0000","개포주공 1단지","61.57","201707","1~10","148,000","5","1982","선릉로"
