"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명"
"서울특별시 강남구 논현동","108","0108","0000","논현웰스톤","84.72","201703","21~31","67,500","7","2009","학동로43길"
"서울특별시 강남구 논현동","108","0108","0000","논현웰스톤","76","201707","11~20","60,000","7","2009","학동로43길"
"서울특별시 강남구 논현동","108","0108","0000","논현웰스톤","83.64","201707","21~31","70,700","3","2009","학동로43길"
"서울특별시 강남구 논현동","108","0108","0000","논현웰스톤","81.98","201707","21~31","72,000","6","2009","학동로43길"
"서울특별시 강남구 논현동","108","0108","0000","논현웰스톤","103.09","201707","21~31","79,000","8","2009","학동로43길"
"서울특별시 강남구 논현동","241-1","0241","0001","논현파라곤","117.84","201704","21~30","102,000","12","2007","학동로"
"서울특별시 강남구 논현동","241-1","0241","0001","논현파라곤","84.4","201708","21~31","90,000","9","2007","학동로"
"서울특별시 강남구 논현동","241-1","0241","0001","논현파라곤","120.21","201711","11~20","122,500","9","2007","학동로"
"서울특별시 강남구 논현동","196-4","0196","0004","논현프라임아파트","122.44","201703","1~10","77,000","7","2006","봉은사로11길"
"서울특별시 강남구 논현동","196-4","0196","0004","논현프라임아파트","122.44","201705","11~20","73,000","1","2006","봉은사로11길"
"서울특별시 강남구 논현동","196-4","0196","0004","논현프라임아파트","122.44","201705","21~31","74,000","5","2006","봉은사로11길"
"서울특별시 강남구 논현동","196-4","0196","0004","논현프라임아파트","122.44","201707","1~10","74,000","3","2006","봉은사로11길"
"서울특별시 강남구 논현동","196-4","0196","0004","논현프라임아파트","122.44","201709","21~30","78,000","6","2006","봉은사로11길"
"서울특별시 강남구 논현동","105-3","0105","0003","논현한가람빌라트","84.95","201612","11~20","72,700","2","2002","도산대로50길"
"서울특별시 강남구 논현동","105-3","0105","0003","논현한가람빌라트","141.05","201702","21~28","90,000","2","2002","도산대로50길"
"서울특별시 강남구 논현동","105-3","0105","0003","논현한가람빌라트","84.95","201707","1~10","76,800","4","2002","도산대로50길"
"서울특별시 강남구 논현동","105-3","0105","0003","논현한가람빌라트","84.95","201707","21~31","79,000","1","2002","도산대로50길"
"서울특별시 강남구 논현동","105-3","0105","0003","논현한가람빌라트","84.95","201711","11~20","88,000","8","2002","도산대로50길"
"서울특별시 강남구 논현동","105-3","0105","0003","논현한가람빌라트","84.95","201711","11~20","90,000","7","2002","도산대로50길"
"서울특별시 강남구 논현동","212-20","0212","0020","더그레이스","98.81","201703","1~10","60,000","4","2003","언주로125길"
"서울특별시 강남구 논현동","275","0275","0000","동부센트레빌","84.99","201612","1~10","85,000","17","2003","언주로116길"
"서울특별시 강남구 논현동","275","0275","0000","동부센트레빌","114.5","201702","11~20","94,000","1","2003","언주로116길"
"서울특별시 강남구 논현동","275","0275","0000","동부센트레빌","84.99","201704","11~20","89,000","4","2003","언주로116길"
"서울특별시 강남구 논현동","275","0275","0000","동부센트레빌","114.5","201706","1~10","111,000","4","2003","언주로116길"
"서울특별시 강남구 논현동","275","0275","0000","동부센트레빌","84.99","201708","21~31","95,000","3","2003","언주로116길"
"서울특별시 강남구 논현동","275","0275","0000","동부센트레빌","84.99","201709","11~20","97,000","4","2003","언주로116길"
"서울특별시 강남구 논현동","275","0275","0000","동부센트레빌","114.5","201710","11~20","118,000","11","2003","언주로116길"
"서울특별시 강남구 논현동","275","0275","0000","동부센트레빌","91.59","201710","11~20","110,000","11","2003","언주로116길"
"서울특별시 강남구 논현동","275","0275","0000","동부센트레빌","114.5","201711","1~10","118,000","13","2003","언주로116길"
"서울특별시 강남구 논현동","245","0245","0000","동양파라곤","180.07","201612","11~20","217,000","2","2004","언주로130길"
"서울특별시 강남구 논현동","245","0245","0000","동양파라곤","160.33","201704","1~10","190,000","4","2004","언주로130길"
"서울특별시 강남구 논현동","245","0245","0000","동양파라곤","160.33","201704","11~20","192,000","10","2004","언주로130길"
"서울특별시 강남구 논현동","245","0245","0000","동양파라곤","180.07","201704","11~20","234,000","2","2004","언주로130길"
"서울특별시 강남구 논현동","245","0245","0000","동양파라곤","213.98","201704","21~30","280,000","12","2004","언주로130길"
"서울특별시 강남구 논현동","245","0245","0000","동양파라곤","157.41","201704","21~30","186,500","3","2004","언주로130길"
"서울특별시 강남구 논현동","245","0245","0000","동양파라곤","160.33","201705","1~10","191,000","4","2004","언주로130길"
"서울특별시 강남구 논현동","245","0245","0000","동양파라곤","157.41","201705","11~20","192,500","9","2004","언주로130길"
"서울특별시 강남구 논현동","245","0245","0000","동양파라곤","160.33","201706","21~30","195,000","12","2004","언주로130길"
"서울특별시 강남구 논현동","245","0245","0000","동양파라곤","180.07","201707","11~20","236,500","8","2004","언주로130길"
"서울특별시 강남구 논현동","245","0245","0000","동양파라곤","157.41","201707","11~20","192,000","3","2004","언주로130길"
"서울특별시 강남구 논현동","245","0245","0000","동양파라곤","160.33","201708","1~10","192,500","11","2004","언주로130길"
"서울특별시 강남구 논현동","245","0245","0000","동양파라곤","157.41","201711","1~10","195,000","12","2004","언주로130길"
"서울특별시 강남구 논현동","245","0245","0000","동양파라곤","208.35","201711","21~30","299,000","7","2004","언주로130길"
"서울특별시 강남구 논현동","105","0105","0000","동현아파트 1~6","84.92","201612","1~10","99,000","12","1985","언주로146길"
"서울특별시 강남구 논현동","105","0105","0000","동현아파트 1~6","84.92","201612","21~31","93,000","14","1985","언주로146길"
"서울특별시 강남구 논현동","105","0105","0000","동현아파트 1~6","84.92","201701","1~10","93,000","14","1985","언주로146길"
"서울특별시 강남구 논현동","105","0105","0000","동현아파트 1~6","84.92","201702","21~28","89,000","6","1985","언주로146길"
"서울특별시 강남구 논현동","105","0105","0000","동현아파트 1~6","119.67","201703","1~10","123,500","7","1985","언주로146길"
"서울특별시 강남구 논현동","105","0105","0000","동현아파트 1~6","84.92","201703","11~20","94,000","9","1985","언주로146길"
"서울특별시 강남구 논현동","105","0105","0000","동현아파트 1~6","84.92","201704","21~30","95,500","1","1985","언주로146길"
"서울특별시 강남구 논현동","105","0105","0000","동현아파트 1~6","84.92","201705","21~31","101,500","7","1985","언주로146길"
"서울특별시 강남구 논현동","105","0105","0000","동현아파트 1~6","84.92","201705","21~31","100,000","12","1985","언주로146길"
"서울특별시 강남구 논현동","105","0105","0000","동현아파트 1~6","84.92","201706","1~10","103,000","14","1985","언주로146길"
"서울특별시 강남구 논현동","105","0105","0000","동현아파트 1~6","84.92","201706","1~10","105,000","8","1985","언주로146길"
"서울특별시 강남구 논현동","105","0105","0000","동현아파트 1~6","84.92","201707","1~10","106,000","8","1985","언주로146길"
"서울특별시 강남구 논현동","105","0105","0000","동현아파트 1~6","84.92","201707","11~20","105,000","9","1985","언주로146길"
"서울특별시 강남구 논현동","105","0105","0000","동현아파트 1~6","84.92","201707","21~31","104,000","4","1985","언주로146길"
"서울특별시 강남구 논현동","105","0105","0000","동현아파트 1~6","84.92","201707","21~31","105,500","2","1985","언주로146길"
"서울특별시 강남구 논현동","105","0105","0000","동현아파트 1~6","84.92","201710","11~20","105,000","4","1985","언주로146길"
"서울특별시 강남구 논현동","105","0105","0000","동현아파트 1~6","84.92","201710","21~31","105,500","4","1985","언주로146길"
"서울특별시 강남구 논현동","105","0105","0000","동현아파트 1~6","84.92","201711","1~10","105,000","10","1985","언주로146길"
"서울특별시 강남구 논현동","105","0105","0000","동현아파트 1~6","119.67","201711","1~10","129,000","1","1985","언주로146길"
"서울특별시 강남구 논현동","105","0105","0000","동현아파트 1~6","84.92","201711","11~20","105,000","2","1985","언주로146길"
"서울특별시 강남구 논현동","252-1","0252","0001","두산위브1단지","110.78","201702","1~10","104,000","5","2004","학동로46길"
"서울특별시 강남구 논현동","252-1","0252","0001","두산위브1단지","84.99","201702","11~20","85,300","8","2004","학동로46길"
"서울특별시 강남구 논현동","252-1","0252","0001","두산위브1단지","84.99","201705","1~10","82,000","1","2004","학동로46길"
"서울특별시 강남구 논현동","252-1","0252","0001","두산위브1단지","111.38","201706","21~30","110,000","5","2004","학동로46길"
"서울특별시 강남구 논현동","252-1","0252","0001","두산위브1단지","84.99","201707","1~10","95,700","10","2004","학동로46길"
"서울특별시 강남구 논현동","252-1","0252","0001","두산위브1단지","84.87","201707","21~31","100,000","10","2004","학동로46길"
"서울특별시 강남구 논현동","252-1","0252","0001","두산위브1단지","84.99","201708","1~10","94,000","2","2004","학동로46길"
"서울특별시 강남구 논현동","252-1","0252","0001","두산위브1단지","84.99","201709","1~10","100,000","7","2004","학동로46길"
"서울특별시 강남구 논현동","252-1","0252","0001","두산위브1단지","84.99","201711","21~30","102,500","7","2004","학동로46길"
"서울특별시 강남구 논현동","258","0258","0000","두산위브2단지","84.72","201702","1~10","84,500","5","2004","언주로122길"
"서울특별시 강남구 논현동","258","0258","0000","두산위브2단지","106.83","201703","1~10","103,000","12","2004","언주로122길"
"서울특별시 강남구 논현동","258","0258","0000","두산위브2단지","84.25","201703","11~20","84,000","2","2004","언주로122길"
"서울특별시 강남구 논현동","258","0258","0000","두산위브2단지","106.83","201704","11~20","93,000","1","2004","언주로122길"
"서울특별시 강남구 논현동","258","0258","0000","두산위브2단지","106.83","201705","1~10","102,000","13","2004","언주로122길"
"서울특별시 강남구 논현동","258","0258","0000","두산위브2단지","84.25","201705","11~20","89,000","8","2004","언주로122길"
"서울특별시 강남구 논현동","258","0258","0000","두산위브2단지","84.72","201706","21~30","90,000","13","2004","언주로122길"
"서울특별시 강남구 논현동","258","0258","0000","두산위브2단지","106.83","201707","1~10","104,000","3","2004","언주로122길"
"서울특별시 강남구 논현동","258","0258","0000","두산위브2단지","83.46","201707","11~20","88,000","9","2004","언주로122길"
"서울특별시 강남구 논현동","258","0258","0000","두산위브2단지","106.83","201709","11~20","114,000","10","2004","언주로122길"
"서울특별시 강남구 논현동","258","0258","0000","두산위브2단지","84.72","201709","21~30","99,000","6","2004","언주로122길"
"서울특별시 강남구 논현동","258","0258","0000","두산위브2단지","84.25","201710","11~20","95,000","4","2004","언주로122길"
"서울특별시 강남구 논현동","114-23","0114","0023","로체샤르캐슬","105.99","201612","1~10","72,300","3","2009","언주로136길"
"서울특별시 강남구 논현동","267-23","0267","0023","마블하우스","171.2","201706","1~10","115,000","2","2003","봉은사로51길"
"서울특별시 강남구 논현동","58-2","0058","0002","마일스디오빌","36.29","201612","21~31","37,400","6","2004","학동로"
"서울특별시 강남구 논현동","58-2","0058","0002","마일스디오빌","36.29","201701","1~10","34,800","7","2004","학동로"
"서울특별시 강남구 논현동","58-2","0058","0002","마일스디오빌","36.29","201702","21~28","39,300","14","2004","학동로"
"서울특별시 강남구 논현동","58-2","0058","0002","마일스디오빌","36.29","201703","21~31","40,000","8","2004","학동로"
"서울특별시 강남구 논현동","58-2","0058","0002","마일스디오빌","36.29","201706","21~30","40,800","11","2004","학동로"
"서울특별시 강남구 논현동","58-2","0058","0002","마일스디오빌","36.29","201708","11~20","38,000","10","2004","학동로"
"서울특별시 강남구 논현동","58-2","0058","0002","마일스디오빌","36.29","201710","21~31","40,500","8","2004","학동로"
"서울특별시 강남구 논현동","58-2","0058","0002","마일스디오빌","36.29","201711","21~30","41,000","12","2004","학동로"
"서울특별시 강남구 논현동","79-5","0079","0005","삼성빌라트","120.98","201706","11~20","71,000","3","1998","학동로31길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","84.52","201701","1~10","80,000","2","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","35.73","201701","11~20","54,000","8","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","84.52","201702","1~10","83,500","3","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","114.34","201702","11~20","101,500","8","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","35.73","201703","1~10","49,700","1","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","114.34","201703","11~20","104,500","12","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","114.34","201703","21~31","95,000","2","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","84.52","201703","21~31","86,500","6","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","35.73","201704","1~10","51,600","4","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","84.52","201704","11~20","87,500","4","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","114.34","201704","21~30","95,000","3","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","84.52","201704","21~30","88,300","8","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","114.34","201705","1~10","109,200","11","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","114.34","201705","1~10","104,500","4","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","35.73","201705","11~20","56,000","8","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","35.73","201705","11~20","60,000","8","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","35.73","201705","11~20","59,900","4","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","35.73","201705","11~20","57,900","4","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","35.73","201705","21~31","60,000","3","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","84.52","201706","1~10","93,000","6","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","35.73","201706","21~30","60,000","2","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","35.73","201707","11~20","63,000","4","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","114.34","201707","11~20","111,000","4","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","84.52","201707","21~31","96,900","11","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","84.52","201708","1~10","99,500","8","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","35.73","201708","11~20","61,000","4","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","35.73","201708","21~31","65,000","11","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","84.52","201709","1~10","97,000","3","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","114.34","201709","11~20","111,500","7","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","35.73","201709","21~30","65,700","12","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","35.73","201710","11~20","58,500","1","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","114.34","201710","11~20","124,500","13","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","84.69","201710","21~31","95,000","4","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","114.34","201710","21~31","119,500","7","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","84.52","201710","21~31","92,500","6","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","114.34","201711","11~20","115,000","3","1997","강남대로146길"
"서울특별시 강남구 논현동","22","0022","0000","신동아(22)","35.73","201711","21~30","58,700","1","1997","강남대로146길"
"서울특별시 강남구 논현동","103","0103","0000","쌍용","59.91","201701","11~20","54,000","11","1996","도산대로50길"
"서울특별시 강남구 논현동","103","0103","0000","쌍용","84.87","201702","11~20","67,500","8","1996","도산대로50길"
"서울특별시 강남구 논현동","103","0103","0000","쌍용","59.91","201704","1~10","50,200","1","1996","도산대로50길"
"서울특별시 강남구 논현동","103","0103","0000","쌍용","84.87","201705","21~31","69,500","4","1996","도산대로50길"
"서울특별시 강남구 논현동","103","0103","0000","쌍용","59.91","201706","1~10","59,700","7","1996","도산대로50길"
"서울특별시 강남구 논현동","103","0103","0000","쌍용","84.87","201707","1~10","70,000","12","1996","도산대로50길"
"서울특별시 강남구 논현동","103","0103","0000","쌍용","59.91","201707","1~10","60,300","12","1996","도산대로50길"
"서울특별시 강남구 논현동","103","0103","0000","쌍용","84.87","201708","1~10","82,000","10","1996","도산대로50길"
"서울특별시 강남구 논현동","103","0103","0000","쌍용","84.87","201709","11~20","70,800","1","1996","도산대로50길"
"서울특별시 강남구 논현동","103","0103","0000","쌍용","84.87","201710","21~31","84,000","6","1996","도산대로50길"
"서울특별시 강남구 논현동","103","0103","0000","쌍용","59.91","201711","1~10","64,500","11","1996","도산대로50길"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","84.07","201612","1~10","116,000","6","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","113.23","201703","21~31","155,000","18","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","84.07","201704","11~20","123,500","21","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","113.23","201705","1~10","153,500","19","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","84.21","201706","1~10","123,800","9","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","113.23","201707","11~20","152,000","19","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","113.23","201707","11~20","151,500","12","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","84.07","201707","21~31","121,000","8","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","84.07","201707","21~31","122,000","11","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","84.21","201707","21~31","126,000","23","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","84.01","201707","21~31","128,500","24","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","84.21","201708","1~10","128,000","15","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","84.21","201709","1~10","128,000","18","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","113.09","201709","11~20","144,000","13","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","113.09","201709","11~20","147,000","3","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","113.23","201709","21~30","151,500","13","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","84.07","201709","21~30","128,500","19","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","113.23","201710","11~20","151,500","8","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","113.23","201710","11~20","154,000","15","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","113.23","201710","21~31","158,000","22","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","84.07","201710","21~31","129,000","20","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","84.07","201711","1~10","128,000","6","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","113.23","201711","1~10","155,750","9","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","84.01","201711","11~20","138,000","26","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","113.09","201711","11~20","152,000","18","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","84.21","201711","21~30","128,000","13","2014","언주로"
"서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","113.23","201711","21~30","160,000","20","2014","언주로"
"서울특별시 강남구 논현동","107-44","0107","0044","우민","74.76","201703","1~10","60,000","5","2002","언주로136길"
"서울특별시 강남구 논현동","107-44","0107","0044","우민","74.76","201706","1~10","68,800","6","2002","언주로136길"
"서울특별시 강남구 논현동","107-44","0107","0044","우민","74.76","201707","1~10","65,000","3","2002","언주로136길"
"서울특별시 강남구 논현동","107-44","0107","0044","우민","74.76","201707","21~31","66,500","2","2002","언주로136길"
"서울특별시 강남구 논현동","107-44","0107","0044","우민","74.76","201709","11~20","67,000","1","2002","언주로136길"
"서울특별시 강남구 논현동","107-44","0107","0044","우민","74.76","201710","21~31","74,000","5","2002","언주로136길"
"서울특별시 강남구 논현동","138-9","0138","0009","월드쉐르빌","70.56","201706","1~10","48,500","4","2003","강남대로124길"
"서울특별시 강남구 논현동","138-9","0138","0009","월드쉐르빌","62.19","201709","1~10","45,400","4","2003","강남대로124길"
"서울특별시 강남구 논현동","138-9","0138","0009","월드쉐르빌","67.86","201709","21~30","45,000","3","2003","강남대로124길"
"서울특별시 강남구 논현동","44-6","0044","0006","은탑리더스카운티","69.18","201707","21~31","59,000","6","2003","학동로9길"
"서울특별시 강남구 논현동","229-13","0229","0013","이움빌라","113.14","201612","1~10","72,000","5","2005","봉은사로29길"
"서울특별시 강남구 논현동","229-13","0229","0013","이움빌라","129.8","201703","11~20","84,500","3","2005","봉은사로29길"
"서울특별시 강남구 논현동","108-2","0108","0002","제이빌","80.31","201706","1~10","60,000","5","2004","학동로43길"
"서울특별시 강남구 논현동","108-2","0108","0002","제이빌","80.31","201707","11~20","60,000","4","2004","학동로43길"
"서울특별시 강남구 논현동","44-9","0044","0009","지고하임(102동)","77.7","201705","1~10","65,000","4","2003","강남대로136길"
"서울특별시 강남구 논현동","62-3","0062","0003","청학아파트 에이동,비동,씨동","97.18","201704","1~10","84,000","2","1976","도산대로"
"서울특별시 강남구 논현동","62-3","0062","0003","청학아파트 에이동,비동,씨동","85.12","201711","11~20","85,500","2","1976","도산대로"
"서울특별시 강남구 논현동","267-18","0267","0018","케럿스테이트","93.1","201705","21~31","74,000","5","2004","봉은사로51길"
"서울특별시 강남구 논현동","267-18","0267","0018","케럿스테이트","131.01","201706","11~20","89,000","1","2004","봉은사로51길"
"서울특별시 강남구 논현동","104-23","0104","0023","케이씨빌","113.77","201709","21~30","77,000","5","2004","선릉로137길"
"서울특별시 강남구 논현동","271-6","0271","0006","테크노빌라트","80.5","201704","21~30","52,800","2","2002","선릉로111길"
"서울특별시 강남구 논현동","271-6","0271","0006","테크노빌라트","114.3","201704","21~30","67,000","5","2002","선릉로111길"
"서울특별시 강남구 논현동","228-9","0228","0009","토미빌(228-9)","145.68","201706","21~30","108,000","2","2003","봉은사로29길"
"서울특별시 강남구 논현동","228-9","0228","0009","토미빌(228-9)","148.54","201711","21~30","94,000","4","2003","봉은사로29길"
"서울특별시 강남구 논현동","217-34","0217","0034","학동","107.86","201706","11~20","65,000","3","2005","논현로124길"
"서울특별시 강남구 논현동","79-7","0079","0007","한양빌라트","116.2","201702","1~10","67,000","4","1998","논현로140길"
"서울특별시 강남구 논현동","79-7","0079","0007","한양빌라트","129.6","201706","1~10","75,500","2","1998","논현로140길"
"서울특별시 강남구 논현동","79-7","0079","0007","한양빌라트","116.2","201709","11~20","70,000","4","1998","논현로140길"
"서울특별시 강남구 논현동","79-7","0079","0007","한양빌라트","119.69","201710","21~31","79,500","2","1998","논현로140길"
"서울특별시 강남구 논현동","79-7","0079","0007","한양빌라트","129.6","201711","21~30","79,900","2","1998","논현로140길"
"서울특별시 강남구 논현동","221-7","0221","0007","한양수자인어반게이트","16.2","201703","11~20","21,900","5","2013","봉은사로29길"
"서울특별시 강남구 논현동","221-7","0221","0007","한양수자인어반게이트","16.2","201705","11~20","21,700","8","2013","봉은사로29길"
"서울특별시 강남구 논현동","221-7","0221","0007","한양수자인어반게이트","16.2","201707","21~31","22,400","8","2013","봉은사로29길"
"서울특별시 강남구 논현동","221-7","0221","0007","한양수자인어반게이트","16.2","201711","11~20","21,000","3","2013","봉은사로29길"
"서울특별시 강남구 논현동","105-4","0105","0004","한진로즈힐","84.94","201701","11~20","77,700","8","2004","도산대로46길"
"서울특별시 강남구 논현동","105-4","0105","0004","한진로즈힐","84.94","201703","1~10","69,000","1","2004","도산대로46길"
"서울특별시 강남구 논현동","105-4","0105","0004","한진로즈힐","84.94","201705","11~20","74,200","2","2004","도산대로46길"
"서울특별시 강남구 논현동","105-4","0105","0004","한진로즈힐","84.94","201705","11~20","75,500","2","2004","도산대로46길"
"서울특별시 강남구 논현동","105-4","0105","0004","한진로즈힐","84.94","201705","11~20","80,000","9","2004","도산대로46길"
"서울특별시 강남구 논현동","105-4","0105","0004","한진로즈힐","84.94","201705","21~31","80,000","3","2004","도산대로46길"
"서울특별시 강남구 논현동","105-4","0105","0004","한진로즈힐","84.94","201711","11~20","90,000","7","2004","도산대로46길"
"서울특별시 강남구 논현동","194-23","0194","0023","한화꿈에그린2차","83.7","201703","11~20","70,800","9","2006","봉은사로21길"
"서울특별시 강남구 논현동","194-23","0194","0023","한화꿈에그린2차","83.7","201704","1~10","67,600","3","2006","봉은사로21길"
"서울특별시 강남구 논현동","194-23","0194","0023","한화꿈에그린2차","83.7","201704","21~30","69,000","6","2006","봉은사로21길"
"서울특별시 강남구 논현동","261-8","0261","0008","현대넥서스 A동","244.61","201704","1~10","135,000","1","1997","학동로42길"
"서울특별시 강남구 논현동","261-7","0261","0007","현대넥서스 B동","196.49","201704","21~30","111,500","1","2000","언주로122길"
"서울특별시 강남구 논현동","261-7","0261","0007","현대넥서스 B동","196.49","201706","11~20","117,000","2","2000","언주로122길"
"서울특별시 강남구 논현동","261","0261","0000","현대인텔렉스","133.16","201612","1~10","84,000","15","1997","언주로"
"서울특별시 강남구 논현동","261","0261","0000","현대인텔렉스","151.92","201703","21~31","89,000","19","1997","언주로"
"서울특별시 강남구 논현동","261","0261","0000","현대인텔렉스","133.49","201709","1~10","83,000","19","1997","언주로"
"서울특별시 강남구 논현동","46-2","0046","0002","힐스빌7","139.46","201709","21~30","88,500","2","2003","학동로5길"
"서울특별시 강남구 논현동","53-1","0053","0001","힐타워","134.83","201711","1~10","76,500","2","2001","강남대로132길"
"서울특별시 강남구 대치동","503","0503","0000","개포우성1","127.61","201701","21~31","220,000","9","1983","선릉로"
"서울특별시 강남구 대치동","503","0503","0000","개포우성1","127.61","201702","1~10","208,000","9","1983","선릉로"
"서울특별시 강남구 대치동","503","0503","0000","개포우성1","189.98","201702","11~20","287,000","9","1983","선릉로"
"서울특별시 강남구 대치동","503","0503","0000","개포우성1","127.61","201703","1~10","204,500","3","1983","선릉로"
"서울특별시 강남구 대치동","503","0503","0000","개포우성1","158.54","201703","11~20","237,000","6","1983","선릉로"
"서울특별시 강남구 대치동","503","0503","0000","개포우성1","127.61","201704","21~30","216,000","15","1983","선릉로"
"서울특별시 강남구 대치동","503","0503","0000","개포우성1","189.98","201705","11~20","263,000","1","1983","선릉로"
"서울특별시 강남구 대치동","503","0503","0000","개포우성1","127.61","201705","11~20","210,000","12","1983","선릉로"
"서울특별시 강남구 대치동","503","0503","0000","개포우성1","84.81","201705","21~31","157,000","1","1983","선릉로"
"서울특별시 강남구 대치동","503","0503","0000","개포우성1","84.81","201705","21~31","165,000","14","1983","선릉로"
"서울특별시 강남구 대치동","503","0503","0000","개포우성1","189.98","201705","21~31","308,000","11","1983","선릉로"
"서울특별시 강남구 대치동","503","0503","0000","개포우성1","84.81","201706","1~10","166,000","5","1983","선릉로"
"서울특별시 강남구 대치동","503","0503","0000","개포우성1","127.61","201706","1~10","207,000","12","1983","선릉로"
"서울특별시 강남구 대치동","503","0503","0000","개포우성1","84.81","201706","21~30","175,000","6","1983","선릉로"
"서울특별시 강남구 대치동","503","0503","0000","개포우성1","158.54","201707","11~20","259,000","15","1983","선릉로"
